dataset,label,n_grapheme_clusters
sentnob,positive,19
sentnob,positive,49
sentnob,positive,34
sentnob,positive,47
sentnob,positive,29
sentnob,positive,65
sentnob,positive,172
sentnob,positive,49
sentnob,positive,22
sentnob,positive,70
sentnob,positive,85
sentnob,positive,67
sentnob,positive,167
sentnob,positive,114
sentnob,positive,23
sentnob,positive,48
sentnob,positive,64
sentnob,positive,87
sentnob,positive,26
sentnob,positive,21
sentnob,positive,32
sentnob,positive,70
sentnob,positive,28
sentnob,positive,24
sentnob,positive,125
sentnob,positive,115
sentnob,positive,24
sentnob,positive,69
sentnob,positive,104
sentnob,positive,75
sentnob,positive,25
sentnob,positive,51
sentnob,positive,17
sentnob,positive,37
sentnob,positive,53
sentnob,positive,47
sentnob,positive,92
sentnob,positive,85
sentnob,positive,34
sentnob,positive,36
sentnob,positive,52
sentnob,positive,44
sentnob,positive,21
sentnob,positive,96
sentnob,positive,124
sentnob,positive,14
sentnob,positive,111
sentnob,positive,22
sentnob,positive,45
sentnob,positive,30
sentnob,positive,101
sentnob,positive,13
sentnob,positive,17
sentnob,positive,134
sentnob,positive,108
sentnob,positive,133
sentnob,positive,23
sentnob,positive,69
sentnob,positive,23
sentnob,positive,133
sentnob,positive,16
sentnob,positive,79
sentnob,positive,83
sentnob,positive,65
sentnob,positive,59
sentnob,positive,87
sentnob,positive,20
sentnob,positive,110
sentnob,positive,33
sentnob,positive,52
sentnob,positive,128
sentnob,positive,46
sentnob,positive,75
sentnob,positive,49
sentnob,positive,50
sentnob,positive,18
sentnob,positive,24
sentnob,positive,78
sentnob,positive,24
sentnob,positive,23
sentnob,positive,48
sentnob,positive,21
sentnob,positive,42
sentnob,positive,84
sentnob,positive,20
sentnob,positive,60
sentnob,positive,59
sentnob,positive,156
sentnob,positive,64
sentnob,positive,52
sentnob,positive,55
sentnob,positive,53
sentnob,positive,69
sentnob,positive,137
sentnob,positive,33
sentnob,positive,41
sentnob,positive,133
sentnob,positive,94
sentnob,positive,41
sentnob,positive,54
sentnob,positive,41
sentnob,positive,44
sentnob,positive,78
sentnob,positive,24
sentnob,positive,20
sentnob,positive,115
sentnob,positive,53
sentnob,positive,113
sentnob,positive,25
sentnob,positive,27
sentnob,positive,67
sentnob,positive,25
sentnob,positive,30
sentnob,positive,24
sentnob,positive,82
sentnob,positive,53
sentnob,positive,27
sentnob,positive,79
sentnob,positive,42
sentnob,positive,28
sentnob,positive,20
sentnob,positive,153
sentnob,positive,19
sentnob,positive,26
sentnob,positive,32
sentnob,positive,56
sentnob,positive,57
sentnob,positive,48
sentnob,positive,129
sentnob,positive,128
sentnob,positive,50
sentnob,positive,60
sentnob,positive,51
sentnob,positive,110
sentnob,positive,28
sentnob,positive,42
sentnob,positive,66
sentnob,positive,24
sentnob,positive,18
sentnob,positive,37
sentnob,positive,38
sentnob,positive,32
sentnob,positive,93
sentnob,positive,53
sentnob,positive,20
sentnob,positive,74
sentnob,positive,68
sentnob,positive,107
sentnob,positive,20
sentnob,positive,30
sentnob,positive,16
sentnob,positive,33
sentnob,positive,56
sentnob,positive,25
sentnob,positive,17
sentnob,positive,24
sentnob,positive,65
sentnob,positive,65
sentnob,positive,51
sentnob,positive,52
sentnob,positive,85
sentnob,positive,54
sentnob,positive,63
sentnob,positive,171
sentnob,positive,62
sentnob,positive,55
sentnob,positive,45
sentnob,positive,108
sentnob,positive,42
sentnob,positive,90
sentnob,positive,45
sentnob,positive,43
sentnob,positive,19
sentnob,positive,124
sentnob,positive,33
sentnob,positive,14
sentnob,positive,47
sentnob,positive,24
sentnob,positive,19
sentnob,positive,161
sentnob,positive,138
sentnob,positive,40
sentnob,positive,57
sentnob,positive,98
sentnob,positive,19
sentnob,positive,47
sentnob,positive,107
sentnob,positive,41
sentnob,positive,135
sentnob,positive,28
sentnob,positive,21
sentnob,positive,59
sentnob,positive,56
sentnob,positive,47
sentnob,positive,24
sentnob,positive,23
sentnob,positive,28
sentnob,positive,68
sentnob,positive,22
sentnob,positive,83
sentnob,positive,97
sentnob,positive,82
sentnob,positive,46
sentnob,positive,23
sentnob,positive,172
sentnob,positive,74
sentnob,positive,73
sentnob,positive,24
sentnob,positive,15
sentnob,positive,44
sentnob,positive,29
sentnob,positive,76
sentnob,positive,17
sentnob,positive,14
sentnob,positive,45
sentnob,positive,20
sentnob,positive,75
sentnob,positive,23
sentnob,positive,21
sentnob,positive,165
sentnob,positive,20
sentnob,positive,84
sentnob,positive,37
sentnob,positive,100
sentnob,positive,20
sentnob,positive,29
sentnob,positive,66
sentnob,positive,97
sentnob,positive,63
sentnob,positive,81
sentnob,positive,66
sentnob,positive,20
sentnob,positive,112
sentnob,positive,28
sentnob,positive,21
sentnob,positive,27
sentnob,positive,40
sentnob,positive,68
sentnob,positive,36
sentnob,positive,83
sentnob,positive,23
sentnob,positive,155
sentnob,positive,18
sentnob,positive,99
sentnob,positive,47
sentnob,positive,36
sentnob,positive,63
sentnob,positive,21
sentnob,positive,27
sentnob,positive,111
sentnob,positive,46
sentnob,positive,125
sentnob,positive,39
sentnob,positive,20
sentnob,positive,46
sentnob,positive,20
sentnob,positive,34
sentnob,positive,40
sentnob,positive,43
sentnob,positive,43
sentnob,positive,47
sentnob,positive,63
sentnob,positive,50
sentnob,positive,33
sentnob,positive,16
sentnob,positive,16
sentnob,positive,16
sentnob,positive,21
sentnob,positive,47
sentnob,positive,45
sentnob,positive,68
sentnob,positive,80
sentnob,positive,126
sentnob,positive,33
sentnob,positive,94
sentnob,positive,143
sentnob,positive,53
sentnob,positive,42
sentnob,positive,46
sentnob,positive,104
sentnob,positive,30
sentnob,positive,50
sentnob,positive,35
sentnob,positive,97
sentnob,positive,108
sentnob,positive,22
sentnob,positive,32
sentnob,positive,100
sentnob,positive,20
sentnob,positive,87
sentnob,positive,102
sentnob,positive,32
sentnob,positive,30
sentnob,positive,92
sentnob,positive,151
sentnob,positive,121
sentnob,positive,22
sentnob,positive,71
sentnob,positive,45
sentnob,positive,19
sentnob,positive,26
sentnob,positive,56
sentnob,positive,43
sentnob,positive,34
sentnob,positive,49
sentnob,positive,122
sentnob,positive,43
sentnob,positive,124
sentnob,positive,61
sentnob,positive,16
sentnob,positive,93
sentnob,positive,34
sentnob,positive,99
sentnob,positive,130
sentnob,positive,30
sentnob,positive,53
sentnob,positive,109
sentnob,positive,31
sentnob,positive,121
sentnob,positive,37
sentnob,positive,49
sentnob,positive,18
sentnob,positive,24
sentnob,positive,112
sentnob,positive,99
sentnob,positive,25
sentnob,positive,35
sentnob,positive,24
sentnob,positive,44
sentnob,positive,21
sentnob,positive,26
sentnob,positive,101
sentnob,positive,76
sentnob,positive,32
sentnob,positive,52
sentnob,positive,99
sentnob,positive,18
sentnob,positive,40
sentnob,positive,38
sentnob,positive,35
sentnob,positive,29
sentnob,positive,125
sentnob,positive,28
sentnob,positive,25
sentnob,positive,71
sentnob,positive,43
sentnob,positive,35
sentnob,positive,52
sentnob,positive,18
sentnob,positive,82
sentnob,positive,104
sentnob,positive,79
sentnob,positive,35
sentnob,positive,55
sentnob,positive,33
sentnob,positive,48
sentnob,positive,24
sentnob,positive,35
sentnob,positive,22
sentnob,positive,23
sentnob,positive,59
sentnob,positive,47
sentnob,positive,56
sentnob,positive,103
sentnob,positive,50
sentnob,positive,73
sentnob,positive,31
sentnob,positive,40
sentnob,positive,31
sentnob,positive,25
sentnob,positive,177
sentnob,positive,59
sentnob,positive,103
sentnob,positive,28
sentnob,positive,68
sentnob,positive,87
sentnob,positive,66
sentnob,positive,49
sentnob,positive,61
sentnob,positive,42
sentnob,positive,32
sentnob,positive,21
sentnob,positive,45
sentnob,positive,67
sentnob,positive,124
sentnob,positive,18
sentnob,positive,22
sentnob,positive,46
sentnob,positive,112
sentnob,positive,163
sentnob,positive,37
sentnob,positive,38
sentnob,positive,46
sentnob,positive,35
sentnob,positive,106
sentnob,positive,50
sentnob,positive,106
sentnob,positive,24
sentnob,positive,27
sentnob,positive,29
sentnob,positive,25
sentnob,positive,48
sentnob,positive,66
sentnob,positive,40
sentnob,positive,29
sentnob,positive,25
sentnob,positive,36
sentnob,positive,23
sentnob,positive,68
sentnob,positive,29
sentnob,positive,62
sentnob,positive,24
sentnob,positive,33
sentnob,positive,19
sentnob,positive,60
sentnob,positive,33
sentnob,positive,64
sentnob,positive,42
sentnob,positive,32
sentnob,positive,25
sentnob,positive,29
sentnob,positive,42
sentnob,positive,26
sentnob,positive,100
sentnob,positive,41
sentnob,positive,139
sentnob,positive,14
sentnob,positive,43
sentnob,positive,35
sentnob,positive,16
sentnob,positive,27
sentnob,positive,49
sentnob,positive,31
sentnob,positive,27
sentnob,positive,160
sentnob,positive,19
sentnob,positive,35
sentnob,positive,67
sentnob,positive,51
sentnob,positive,50
sentnob,positive,61
sentnob,positive,30
sentnob,positive,64
sentnob,positive,22
sentnob,positive,36
sentnob,positive,60
sentnob,positive,40
sentnob,positive,25
sentnob,positive,34
sentnob,positive,24
sentnob,positive,48
sentnob,positive,37
sentnob,positive,61
sentnob,positive,49
sentnob,positive,68
sentnob,positive,47
sentnob,positive,20
sentnob,positive,94
sentnob,positive,39
sentnob,positive,63
sentnob,positive,43
sentnob,positive,94
sentnob,positive,32
sentnob,positive,54
sentnob,positive,48
sentnob,positive,34
sentnob,positive,57
sentnob,positive,142
sentnob,positive,49
sentnob,positive,48
sentnob,positive,91
sentnob,positive,32
sentnob,positive,13
sentnob,positive,31
sentnob,positive,43
sentnob,positive,88
sentnob,positive,45
sentnob,positive,39
sentnob,positive,91
sentnob,positive,40
sentnob,positive,28
sentnob,positive,24
sentnob,positive,71
sentnob,positive,53
sentnob,positive,37
sentnob,positive,124
sentnob,positive,42
sentnob,positive,26
sentnob,positive,44
sentnob,positive,126
sentnob,positive,67
sentnob,positive,108
sentnob,positive,94
sentnob,positive,44
sentnob,positive,34
sentnob,positive,25
sentnob,positive,47
sentnob,positive,108
sentnob,positive,58
sentnob,positive,83
sentnob,positive,27
sentnob,positive,74
sentnob,positive,29
sentnob,positive,36
sentnob,positive,59
sentnob,positive,72
sentnob,positive,36
sentnob,positive,24
sentnob,positive,52
sentnob,positive,36
sentnob,positive,80
sentnob,positive,199
sentnob,positive,30
sentnob,positive,25
sentnob,positive,53
sentnob,positive,64
sentnob,positive,60
sentnob,positive,30
sentnob,positive,21
sentnob,positive,111
sentnob,positive,82
sentnob,positive,94
sentnob,positive,33
sentnob,positive,21
sentnob,positive,51
sentnob,positive,38
sentnob,positive,52
sentnob,positive,94
sentnob,positive,22
sentnob,positive,27
sentnob,positive,20
sentnob,positive,30
sentnob,positive,101
sentnob,positive,66
sentnob,positive,103
sentnob,positive,78
sentnob,positive,65
sentnob,positive,65
sentnob,positive,18
sentnob,positive,33
sentnob,positive,89
sentnob,positive,25
sentnob,positive,28
sentnob,positive,93
sentnob,positive,23
sentnob,positive,58
sentnob,positive,20
sentnob,positive,18
sentnob,positive,37
sentnob,positive,25
sentnob,positive,83
sentnob,positive,31
sentnob,positive,54
sentnob,positive,37
sentnob,positive,31
sentnob,positive,38
sentnob,positive,31
sentnob,positive,23
sentnob,positive,131
sentnob,positive,27
sentnob,positive,52
sentnob,positive,37
sentnob,positive,57
sentnob,positive,50
sentnob,positive,36
sentnob,positive,48
sentnob,positive,16
sentnob,positive,71
sentnob,positive,21
sentnob,positive,27
sentnob,positive,178
sentnob,positive,73
sentnob,positive,31
sentnob,positive,103
sentnob,positive,32
sentnob,positive,60
sentnob,positive,35
sentnob,positive,36
sentnob,positive,17
sentnob,positive,61
sentnob,positive,18
sentnob,positive,19
sentnob,positive,38
sentnob,positive,44
sentnob,positive,45
sentnob,positive,32
sentnob,positive,57
sentnob,positive,51
sentnob,positive,52
sentnob,positive,31
sentnob,positive,71
sentnob,positive,125
sentnob,positive,15
sentnob,positive,32
sentnob,positive,23
sentnob,positive,65
sentnob,positive,38
sentnob,positive,97
sentnob,positive,30
sentnob,positive,24
sentnob,positive,54
sentnob,positive,75
sentnob,positive,16
sentnob,positive,43
sentnob,positive,43
sentnob,positive,64
sentnob,positive,42
sentnob,positive,91
sentnob,positive,30
sentnob,positive,37
sentnob,positive,40
sentnob,positive,32
sentnob,positive,31
sentnob,positive,50
sentnob,positive,43
sentnob,positive,31
sentnob,positive,79
sentnob,positive,72
sentnob,positive,55
sentnob,positive,59
sentnob,positive,155
sentnob,positive,43
sentnob,positive,132
sentnob,positive,149
sentnob,positive,43
sentnob,positive,16
sentnob,positive,19
sentnob,positive,71
sentnob,positive,39
sentnob,positive,24
sentnob,positive,56
sentnob,positive,17
sentnob,positive,60
sentnob,positive,35
sentnob,positive,16
sentnob,positive,53
sentnob,positive,46
sentnob,positive,98
sentnob,positive,62
sentnob,positive,122
sentnob,positive,35
sentnob,positive,62
sentnob,positive,91
sentnob,positive,23
sentnob,positive,59
sentnob,positive,49
sentnob,positive,75
sentnob,positive,23
sentnob,positive,39
sentnob,positive,34
sentnob,positive,16
sentnob,positive,35
sentnob,positive,13
sentnob,positive,49
sentnob,positive,81
sentnob,positive,47
sentnob,positive,41
sentnob,positive,64
sentnob,positive,22
sentnob,positive,82
sentnob,positive,21
sentnob,positive,71
sentnob,positive,17
sentnob,positive,68
sentnob,positive,180
sentnob,positive,84
sentnob,positive,24
sentnob,positive,22
sentnob,positive,26
sentnob,positive,106
sentnob,positive,21
sentnob,positive,109
sentnob,positive,28
sentnob,positive,171
sentnob,positive,16
sentnob,positive,38
sentnob,positive,27
sentnob,positive,20
sentnob,positive,47
sentnob,positive,115
sentnob,positive,32
sentnob,positive,64
sentnob,positive,73
sentnob,positive,18
sentnob,positive,34
sentnob,positive,57
sentnob,positive,82
sentnob,positive,47
sentnob,positive,119
sentnob,positive,109
sentnob,positive,39
sentnob,positive,29
sentnob,positive,14
sentnob,positive,45
sentnob,positive,143
sentnob,positive,47
sentnob,positive,83
sentnob,positive,68
sentnob,positive,82
sentnob,positive,44
sentnob,positive,54
sentnob,positive,21
sentnob,positive,51
sentnob,positive,47
sentnob,positive,50
sentnob,positive,43
sentnob,positive,110
sentnob,positive,100
sentnob,positive,31
sentnob,positive,34
sentnob,positive,77
sentnob,positive,19
sentnob,positive,29
sentnob,positive,56
sentnob,positive,39
sentnob,positive,21
sentnob,positive,45
sentnob,positive,45
sentnob,positive,27
sentnob,positive,59
sentnob,positive,38
sentnob,positive,45
sentnob,positive,54
sentnob,positive,29
sentnob,positive,54
sentnob,positive,75
sentnob,positive,187
sentnob,positive,38
sentnob,positive,100
sentnob,positive,16
sentnob,positive,42
sentnob,positive,46
sentnob,positive,67
sentnob,positive,55
sentnob,positive,52
sentnob,positive,20
sentnob,positive,61
sentnob,positive,55
sentnob,positive,18
sentnob,positive,28
sentnob,positive,24
sentnob,positive,151
sentnob,positive,52
sentnob,positive,24
sentnob,positive,33
sentnob,positive,54
sentnob,positive,18
sentnob,positive,64
sentnob,positive,37
sentnob,positive,151
sentnob,positive,52
sentnob,positive,115
sentnob,positive,78
sentnob,positive,58
sentnob,positive,130
sentnob,positive,104
sentnob,positive,39
sentnob,positive,29
sentnob,positive,19
sentnob,positive,29
sentnob,positive,59
sentnob,positive,21
sentnob,positive,64
sentnob,positive,50
sentnob,positive,17
sentnob,positive,88
sentnob,positive,38
sentnob,positive,33
sentnob,positive,27
sentnob,positive,79
sentnob,positive,107
sentnob,positive,53
sentnob,positive,38
sentnob,positive,31
sentnob,positive,29
sentnob,positive,83
sentnob,positive,66
sentnob,positive,29
sentnob,positive,26
sentnob,positive,158
sentnob,positive,24
sentnob,positive,24
sentnob,positive,52
sentnob,positive,22
sentnob,positive,33
sentnob,positive,159
sentnob,positive,28
sentnob,positive,41
sentnob,positive,40
sentnob,positive,23
sentnob,positive,39
sentnob,positive,63
sentnob,positive,76
sentnob,positive,164
sentnob,positive,33
sentnob,positive,22
sentnob,positive,25
sentnob,positive,127
sentnob,positive,42
sentnob,positive,23
sentnob,positive,16
sentnob,positive,64
sentnob,positive,26
sentnob,positive,19
sentnob,positive,54
sentnob,positive,147
sentnob,positive,125
sentnob,positive,60
sentnob,positive,188
sentnob,positive,20
sentnob,positive,27
sentnob,positive,89
sentnob,positive,69
sentnob,positive,20
sentnob,positive,78
sentnob,positive,18
sentnob,positive,24
sentnob,positive,128
sentnob,positive,69
sentnob,positive,64
sentnob,positive,28
sentnob,positive,20
sentnob,positive,103
sentnob,positive,21
sentnob,positive,52
sentnob,positive,67
sentnob,positive,19
sentnob,positive,132
sentnob,positive,44
sentnob,positive,24
sentnob,positive,113
sentnob,positive,23
sentnob,positive,41
sentnob,positive,22
sentnob,positive,63
sentnob,positive,34
sentnob,positive,21
sentnob,positive,33
